title,keywords,group,link,pdf
Swift Logic for Big Data and Knowledge Graphs,,,,https://www.ijcai.org/proceedings/0001.pdf
Deep Learning at Alibaba,,,,https://www.ijcai.org/proceedings/0002.pdf
From Automation to Autonomous Systems- A Legal Phenomenology with Problems of Accountability,,,,https://www.ijcai.org/proceedings/0003.pdf
Super-Human AI for Strategic Reasoning- Beating Top Pros in Heads-Up No-Limit Texas Holdem,,,,https://www.ijcai.org/proceedings/0004.pdf
Proactive and Reactive Coordination of Non-dedicated Agent Teams Operating in Uncertain Environments,,,,https://www.ijcai.org/proceedings/0005.pdf
Diverse Weighted Bipartite b-Matching,,,,https://www.ijcai.org/proceedings/0006.pdf
Pure Nash Equilibria in Online Fair Division,,,,https://www.ijcai.org/proceedings/0007.pdf
Efficient Computation of Extensions for Dynamic Abstract Argumentation Frameworks- An Incremental Approach,,,,https://www.ijcai.org/proceedings/0008.pdf
Acceptability Semantics for Weighted Argumentation Frameworks,,,,https://www.ijcai.org/proceedings/0009.pdf
Measuring the Intensity of Attacks in Argumentation Graphs with Shapley Value,,,,https://www.ijcai.org/proceedings/0010.pdf
An Abstraction-Refinement Methodology for Reasoning about Network Games,,,,https://www.ijcai.org/proceedings/0011.pdf
Pareto Optimal Allocation under Uncertain Preferences,,,,https://www.ijcai.org/proceedings/0012.pdf
The Condorcet Principle for Multiwinner Elections- From Shortlisting to Proportionality,,,,https://www.ijcai.org/proceedings/0013.pdf
Verification of Broadcasting Multi-Agent Systems against an Epistemic Strategy Logic,,,,https://www.ijcai.org/proceedings/0014.pdf
Parameterised Verification of Data-aware Multi-Agent Systems,,,,https://www.ijcai.org/proceedings/0015.pdf
Equilibria in Ordinal Games- A Framework based on Possibility Theory.,,,,https://www.ijcai.org/proceedings/0016.pdf
"Aggressive, Tense or Shy- Identifying Personality Traits from Crowd Videos",,,,https://www.ijcai.org/proceedings/0017.pdf
Computing Bayes-Nash Equilibria in Combinatorial Auctions with Continuous Value and Action Spaces,,,,https://www.ijcai.org/proceedings/0018.pdf
Voting by sequential elimination with few voters,,,,https://www.ijcai.org/proceedings/0019.pdf
Fair Division of a Graph,,,,https://www.ijcai.org/proceedings/0020.pdf
Bounding the Inefficiency of Compromise,,,,https://www.ijcai.org/proceedings/0021.pdf
Learning a Ground Truth Ranking Using Noisy Approval Votes,,,,https://www.ijcai.org/proceedings/0022.pdf
Plan Explanations as Model Reconciliation- Moving Beyond Explanation as Soliloquy,,,,https://www.ijcai.org/proceedings/0023.pdf
Coordinated Versus Decentralized Exploration In Multi-Agent Multi-Armed Bandits,,,,https://www.ijcai.org/proceedings/0024.pdf
Pessimistic Leader-Follower Equilibria with Multiple Followers,,,,https://www.ijcai.org/proceedings/0025.pdf
No Pizza for You- Value-based Plan Selection in BDI Agents,,,,https://www.ijcai.org/proceedings/0026.pdf
Interaction-based ontology alignment repair with expansion and relaxation,,,,https://www.ijcai.org/proceedings/0027.pdf
Multiwinner Rules on Paths From k-Borda to Chamberlin–Courant,,,,https://www.ijcai.org/proceedings/0028.pdf
Operation Frames and Clubs in Kidney Exchange,,,,https://www.ijcai.org/proceedings/0029.pdf
A Novel Symbolic Approach to Verifying Epistemic Properties of Programs,,,,https://www.ijcai.org/proceedings/0030.pdf
Object Allocation via Swaps along a Social Network,,,,https://www.ijcai.org/proceedings/0031.pdf
The Off-Switch Game,,,,https://www.ijcai.org/proceedings/0032.pdf
Optimal Posted-Price Mechanism in Microtask Crowdsourcing,,,,https://www.ijcai.org/proceedings/0033.pdf
Online Roommate Allocation Problem,,,,https://www.ijcai.org/proceedings/0034.pdf
Near-Feasible Stable Matchings with Budget Constraints,,,,https://www.ijcai.org/proceedings/0035.pdf
