title,keywords,group,link,pdf
Localin Reshuffle Net- Toward Naturally and Efficiently Facial Image Blending,,,https://openaccess.thecvf.com/content/ACCV2020/html/Zheng_Localin_Reshuffle_Net_Toward_Naturally_and_Efficiently_Facial_Image_Blending_ACCV_2020_paper.html,
Fast and Differentiable Message Passing on Pairwise Markov Random Fields,,,https://openaccess.thecvf.com/content/ACCV2020/html/Xu_Fast_and_Differentiable_Message_Passing_on_Pairwise_Markov_Random_Fields_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Xu_Fast_and_Differentiable_Message_Passing_on_Pairwise_Markov_Random_Fields_ACCV_2020_paper.pdf
Adversarial Refinement Network for Human Motion Prediction,,,https://openaccess.thecvf.com/content/ACCV2020/html/Chao_Adversarial_Refinement_Network_for_Human_Motion_Prediction_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Chao_Adversarial_Refinement_Network_for_Human_Motion_Prediction_ACCV_2020_paper.pdf
Over-exposure Correction via Exposure and Scene Information Disentanglement,,,https://openaccess.thecvf.com/content/ACCV2020/html/Cao_Over-exposure_Correction_via_Exposure_and_Scene_Information_Disentanglement_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Cao_Over-exposure_Correction_via_Exposure_and_Scene_Information_Disentanglement_ACCV_2020_paper.pdf
Accurate Arbitrary-Shaped Scene Text Detection via Iterative Polynomial Parameter Regression,,,https://openaccess.thecvf.com/content/ACCV2020/html/Shi_Accurate_Arbitrary-Shaped_Scene_Text_Detection_via_Iterative_Polynomial_Parameter_Regression_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Shi_Accurate_Arbitrary-Shaped_Scene_Text_Detection_via_Iterative_Polynomial_Parameter_Regression_ACCV_2020_paper.pdf
Webly Supervised Semantic Embeddings for Large Scale Zero-Shot Learning,,,https://openaccess.thecvf.com/content/ACCV2020/html/Le_Cacheux_Webly_Supervised_Semantic_Embeddings_for_Large_Scale_Zero-Shot_Learning_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Le_Cacheux_Webly_Supervised_Semantic_Embeddings_for_Large_Scale_Zero-Shot_Learning_ACCV_2020_paper.pdf
SpotPatch- Parameter-Efficient Transfer Learning for Mobile Object Detection,,,https://openaccess.thecvf.com/content/ACCV2020/html/Ye_SpotPatch_Parameter-Efficient_Transfer_Learning_for_Mobile_Object_Detection_ACCV_2020_paper.html,
In Defense of LSTMs for Addressing Multiple Instance Learning Problems,,,https://openaccess.thecvf.com/content/ACCV2020/html/Wang_In_Defense_of_LSTMs_for_Addressing_Multiple_Instance_Learning_Problems_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Wang_In_Defense_of_LSTMs_for_Addressing_Multiple_Instance_Learning_Problems_ACCV_2020_paper.pdf
OpenTraj- Assessing Prediction Complexity in Human Trajectories Datasets,,,https://openaccess.thecvf.com/content/ACCV2020/html/Amirian_OpenTraj_Assessing_Prediction_Complexity_in_Human_Trajectories_Datasets_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Amirian_OpenTraj_Assessing_Prediction_Complexity_in_Human_Trajectories_Datasets_ACCV_2020_paper.pdf
Encode the Unseen- Predictive Video Hashing for Scalable Mid-Stream Retrieval,,,https://openaccess.thecvf.com/content/ACCV2020/html/Yu_Encode_the_Unseen_Predictive_Video_Hashing_for_Scalable_Mid-Stream_Retrieval_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Yu_Encode_the_Unseen_Predictive_Video_Hashing_for_Scalable_Mid-Stream_Retrieval_ACCV_2020_paper.pdf
MLIFeat- Multi-level information fusion based deep local features,,,https://openaccess.thecvf.com/content/ACCV2020/html/Zhang_MLIFeat_Multi-level_information_fusion_based_deep_local_features_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Zhang_MLIFeat_Multi-level_information_fusion_based_deep_local_features_ACCV_2020_paper.pdf
Video-Based Crowd Counting Using a Multi-Scale Optical Flow Pyramid Network,,,https://openaccess.thecvf.com/content/ACCV2020/html/Hossain_Video-Based_Crowd_Counting_Using_a_Multi-Scale_Optical_Flow_Pyramid_Network_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Hossain_Video-Based_Crowd_Counting_Using_a_Multi-Scale_Optical_Flow_Pyramid_Network_ACCV_2020_paper.pdf
Speech2Video Synthesis with 3D Skeleton Regularization and Expressive Body Poses,,,https://openaccess.thecvf.com/content/ACCV2020/html/Liao_Speech2Video_Synthesis_with_3D_Skeleton_Regularization_and_Expressive_Body_Poses_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Liao_Speech2Video_Synthesis_with_3D_Skeleton_Regularization_and_Expressive_Body_Poses_ACCV_2020_paper.pdf
HDD-Net- Hybrid Detector Descriptor with Mutual Interactive Learning,,,https://openaccess.thecvf.com/content/ACCV2020/html/Barroso-Laguna_HDD-Net_Hybrid_Detector_Descriptor_with_Mutual_Interactive_Learning_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Barroso-Laguna_HDD-Net_Hybrid_Detector_Descriptor_with_Mutual_Interactive_Learning_ACCV_2020_paper.pdf
DoFNet- Depth of Field Difference Learning for Detecting Image Forgery,,,https://openaccess.thecvf.com/content/ACCV2020/html/Jeong_DoFNet_Depth_of_Field_Difference_Learning_for_Detecting_Image_Forgery_ACCV_2020_paper.html,
Knowledge Transfer Graph for Deep Collaborative Learning,,,https://openaccess.thecvf.com/content/ACCV2020/html/Minami_Knowledge_Transfer_Graph_for_Deep_Collaborative_Learning_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Minami_Knowledge_Transfer_Graph_for_Deep_Collaborative_Learning_ACCV_2020_paper.pdf
Decoupled Spatial-Temporal Attention Network for Skeleton-Based Action-Gesture Recognition,,,https://openaccess.thecvf.com/content/ACCV2020/html/Shi_Decoupled_Spatial-Temporal_Attention_Network_for_Skeleton-Based_Action-Gesture_Recognition_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Shi_Decoupled_Spatial-Temporal_Attention_Network_for_Skeleton-Based_Action-Gesture_Recognition_ACCV_2020_paper.pdf
An Efficient Group Feature Fusion Residual Network for Image Super-Resolution,,,https://openaccess.thecvf.com/content/ACCV2020/html/Lei_An_Efficient_Group_Feature_Fusion_Residual_Network_for_Image_Super-Resolution_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Lei_An_Efficient_Group_Feature_Fusion_Residual_Network_for_Image_Super-Resolution_ACCV_2020_paper.pdf
AFN- Attentional Feedback Network based 3D Terrain Super-Resolution,,,https://openaccess.thecvf.com/content/ACCV2020/html/Kubade_AFN_Attentional_Feedback_Network_based_3D_Terrain_Super-Resolution_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Kubade_AFN_Attentional_Feedback_Network_based_3D_Terrain_Super-Resolution_ACCV_2020_paper.pdf
Domain Adaptation Gaze Estimation by Embedding with Prediction Consistency,,,https://openaccess.thecvf.com/content/ACCV2020/html/Guo_Domain_Adaptation_Gaze_Estimation_by_Embedding_with_Prediction_Consistency_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Guo_Domain_Adaptation_Gaze_Estimation_by_Embedding_with_Prediction_Consistency_ACCV_2020_paper.pdf
Sketch-to-Art- Synthesizing Stylized Art Images From Sketches,,,https://openaccess.thecvf.com/content/ACCV2020/html/Liu_Sketch-to-Art_Synthesizing_Stylized_Art_Images_From_Sketches_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Liu_Sketch-to-Art_Synthesizing_Stylized_Art_Images_From_Sketches_ACCV_2020_paper.pdf
Unified Application of Style Transfer for Face Swapping and Reenactment,,,https://openaccess.thecvf.com/content/ACCV2020/html/Le_Minh_Ngo_Unified_Application_of_Style_Transfer_for_Face_Swapping_and_Reenactment_ACCV_2020_paper.html,
"Faster, Better and More Detailed- 3D Face Reconstruction with Graph Convolutional Networks",,,https://openaccess.thecvf.com/content/ACCV2020/html/Cheng_Faster_Better_and_More_Detailed_3D_Face_Reconstruction_with_Graph_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Cheng_Faster_Better_and_More_Detailed_3D_Face_Reconstruction_with_Graph_ACCV_2020_paper.pdf
Learning End-to-End Action Interaction by Paired-Embedding Data Augmentation,,,https://openaccess.thecvf.com/content/ACCV2020/html/Song_Learning_End-to-End_Action_Interaction_by_Paired-Embedding_Data_Augmentation_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Song_Learning_End-to-End_Action_Interaction_by_Paired-Embedding_Data_Augmentation_ACCV_2020_paper.pdf
Visual Tracking by TridentAlign and Context Embedding,,,https://openaccess.thecvf.com/content/ACCV2020/html/Choi_Visual_Tracking_by_TridentAlign_and_Context_Embedding_ACCV_2020_paper.html,https://openaccess.thecvf.com/content/ACCV2020/papers/Choi_Visual_Tracking_by_TridentAlign_and_Context_Embedding_ACCV_2020_paper.pdf
