title,keywords,group,link,pdf,abstract
1. Extensible Automated Constraint Modelling,,,https://ojs.aaai.org/index.php/AAAI/article/view/7820,,
2. Optimal Graph Search with Iterated Graph Cuts,,,https://ojs.aaai.org/index.php/AAAI/article/view/7829,,
3. On the Complexity of BDDs for State Space Search- A Case Study in Connect Four,,,https://ojs.aaai.org/index.php/AAAI/article/view/7821,,
4. The Compressed Differential Heuristic,,,https://ojs.aaai.org/index.php/AAAI/article/view/7823,,
5. Heuristic Search for Large Problems With Real Costs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7826,,
6. Core-Guided Binary Search Algorithms for Maximum Satisfiability,,,https://ojs.aaai.org/index.php/AAAI/article/view/7822,,
7. Optimal Packing of High-Precision Rectangles,,,https://ojs.aaai.org/index.php/AAAI/article/view/7814,,
8. A General Nogood-Learning Framework for Pseudo-Boolean Multi-Valued SAT,,,https://ojs.aaai.org/index.php/AAAI/article/view/7824,,
9. Pushing the Power of Stochastic Greedy Ordering Schemes for Inference in Graphical Models,,,https://ojs.aaai.org/index.php/AAAI/article/view/7828,,
10. A Comparison of Lex Bounds for Multiset Variables in Constraint Programming,,,https://ojs.aaai.org/index.php/AAAI/article/view/7830,,
11. Distributed Constraint Optimization Under Stochastic Uncertainty,,,https://ojs.aaai.org/index.php/AAAI/article/view/7812,,
12. Planning in Domains with Cost Function Dependent Actions,,,https://ojs.aaai.org/index.php/AAAI/article/view/7827,,
13. Euclidean Heuristic Optimization,,,https://ojs.aaai.org/index.php/AAAI/article/view/7815,,
14. Succinct Set-Encoding for State-Space Search,,,https://ojs.aaai.org/index.php/AAAI/article/view/7818,,
15. Limits of Preprocessing,,,https://ojs.aaai.org/index.php/AAAI/article/view/7816,,
16. Inner Regions and Interval Linearizations for Global Optimization,,,https://ojs.aaai.org/index.php/AAAI/article/view/7817,,
17. Anytime Nonparametric A-,,,https://ojs.aaai.org/index.php/AAAI/article/view/7819,,
18. Solving Difficult CSPs with Relational Neighborhood Inverse Consistency,,,https://ojs.aaai.org/index.php/AAAI/article/view/7825,,
19. Block A-- Database-Driven Search with Applications in Any-Angle Path-Planning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7813,,
20. Simulated Annealing Based Influence Maximization in Social Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/7838,,
21. Tracking User-Preference Varying Speed in Collaborative Filtering,,,https://ojs.aaai.org/index.php/AAAI/article/view/7836,,
22. CosTriage- A Cost-Aware Triage Algorithm for Bug Reporting Systems,,,https://ojs.aaai.org/index.php/AAAI/article/view/7839,,
23. Relational Blocking for Causal Discovery,,,https://ojs.aaai.org/index.php/AAAI/article/view/7840,,
24. Deriving a Web-Scale Common Sense Fact Database,,,https://ojs.aaai.org/index.php/AAAI/article/view/7841,,
25. Social Recommendation Using Low-Rank Semidefinite Program,,,https://ojs.aaai.org/index.php/AAAI/article/view/7837,,
26. A Semantical Account of Progression in the Presence of Uncertainty,,,https://ojs.aaai.org/index.php/AAAI/article/view/7858,,
27. Adding Default Attributes to EL++,,,https://ojs.aaai.org/index.php/AAAI/article/view/7849,,
28. Learning from Spatial Overlap,,,https://ojs.aaai.org/index.php/AAAI/article/view/7859,,
29. Higher-Order Description Logics for Domain Metamodeling,,,https://ojs.aaai.org/index.php/AAAI/article/view/7857,,
30. Spectrum-Based Sequential Diagnosis,,,https://ojs.aaai.org/index.php/AAAI/article/view/7844,,
31. A Closer Look at the Probabilistic Description Logic Prob-EL,,,https://ojs.aaai.org/index.php/AAAI/article/view/7856,,
32. Trajectory Regression on Road Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/7855,,
33. An Algebraic Prolog for Reasoning about Possible Worlds,,,https://ojs.aaai.org/index.php/AAAI/article/view/7852,,
34. Two-Dimensional Description Logics for Context-Based Semantic Interoperability,,,https://ojs.aaai.org/index.php/AAAI/article/view/7854,,
35. Conjunctive Query Inseparability of OWL 2 QL TBoxes,,,https://ojs.aaai.org/index.php/AAAI/article/view/7846,,
36. A Modular Consistency Proof for DOLCE,,,https://ojs.aaai.org/index.php/AAAI/article/view/7860,,
37. Causal Theories of Actions Revisited,,,https://ojs.aaai.org/index.php/AAAI/article/view/7851,,
38. Revisiting Semantics for Epistemic Extensions of Description Logics,,,https://ojs.aaai.org/index.php/AAAI/article/view/7848,,
39. Transportability of Causal and Statistical Relations- A Formal Approach,,,https://ojs.aaai.org/index.php/AAAI/article/view/7861,,
40. How to Calibrate the Scores of Biased Reviewers by Quadratic Programming,,,https://ojs.aaai.org/index.php/AAAI/article/view/7847,,
41. Preferred Explanations- Theory and Generation via Planning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7845,,
42. Language Splitting and Relevance-Based Belief Change in Horn Logic,,,https://ojs.aaai.org/index.php/AAAI/article/view/7853,,
43. Integrating Rules and Description Logics by Circumscription,,,https://ojs.aaai.org/index.php/AAAI/article/view/7850,,
44. Bounded Forgetting,,,https://ojs.aaai.org/index.php/AAAI/article/view/7842,,
45. Progression Semantics for Disjunctive Logic Programs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7843,,
46. An Online Spectral Learning Algorithm for Partially Observable Nonlinear Dynamical Systems,,,https://ojs.aaai.org/index.php/AAAI/article/view/7924,,
47. Learning Structured Embeddings of Knowledge Bases,,,https://ojs.aaai.org/index.php/AAAI/article/view/7917,,
48. A Nonparametric Bayesian Model of Multi-Level Category Learning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7891,,
49. Large Scale Spectral Clustering with Landmark-Based Representation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7900,,
50. Unsupervised Learning of Human Behaviours,,,https://ojs.aaai.org/index.php/AAAI/article/view/7911,,
51. Basis Function Discovery Using Spectral Clustering and Bisimulation Metrics,,,https://ojs.aaai.org/index.php/AAAI/article/view/7918,,
52. Item-Level Social Influence Prediction with Probabilistic Hybrid Factor Matrix Factorization,,,https://ojs.aaai.org/index.php/AAAI/article/view/7915,,
53. Selective Transfer Between Learning Tasks Using Task-Based Boosting,,,https://ojs.aaai.org/index.php/AAAI/article/view/7932,,
54. Across-Model Collective Ensemble Classification,,,https://ojs.aaai.org/index.php/AAAI/article/view/7934,,
55. Symmetric Graph Regularized Constraint Propagation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7897,,
56. A Feasible Nonconvex Relaxation Approach to Feature Selection,,,https://ojs.aaai.org/index.php/AAAI/article/view/7921,,
57. OASIS- Online Active Semi-Supervised Learning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7910,,
58. Learning a Kernel for Multi-Task Clustering,,,https://ojs.aaai.org/index.php/AAAI/article/view/7914,,
59. Adaptive Large Margin Training for Multilabel Classification,,,https://ojs.aaai.org/index.php/AAAI/article/view/7895,,
60. Value Function Approximation in Reinforcement Learning Using the Fourier Basis,,,https://ojs.aaai.org/index.php/AAAI/article/view/7903,,
61. Improving Semi-Supervised Support Vector Machines Through Unlabeled Instances Selection,,,https://ojs.aaai.org/index.php/AAAI/article/view/7920,,
62. Size Adaptive Selection of Most Informative Features,,,https://ojs.aaai.org/index.php/AAAI/article/view/7902,,
63. Ordinal Regression via Manifold Learning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7937,,
64. Mean Field Inference in Dependency Networks- An Empirical Study,,,https://ojs.aaai.org/index.php/AAAI/article/view/7936,,
65. Latent Semantic Learning by Efficient Sparse Coding with Hypergraph Regularization,,,https://ojs.aaai.org/index.php/AAAI/article/view/7896,,
66. Linear Discriminant Analysis- New Formulations and Overfit Analysis,,,https://ojs.aaai.org/index.php/AAAI/article/view/7926,,
67. Multi-Level Cluster Indicator Decompositions of Matrices and Tensors,,,https://ojs.aaai.org/index.php/AAAI/article/view/7933,,
68. Sparse Group Restricted Boltzmann Machines,,,https://ojs.aaai.org/index.php/AAAI/article/view/7923,,
