title,keywords,group,link,pdf,abstract
1. Combining Hashing and Abstraction in Sparse High Dimensional Feature Spaces,,,https://ojs.aaai.org/index.php/AAAI/article/view/8117,,
2. SPARQL Query Containment Under SHI Axioms,,,https://ojs.aaai.org/index.php/AAAI/article/view/8108,,
3. Fused Matrix Factorization with Geographical and Social Influence in Location-Based Social Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/8100,,
4. Building Contextual Anchor Text Representation using Graph Regularization,,,https://ojs.aaai.org/index.php/AAAI/article/view/8123,,
5. Querying Linked Ontological Data through Distributed Summarization,,,https://ojs.aaai.org/index.php/AAAI/article/view/8118,,
6. Quality Expectation-Variance Tradeoffs in Crowdsourcing Contests,,,https://ojs.aaai.org/index.php/AAAI/article/view/8098,,
7. Online Task Assignment in Crowdsourcing Markets,,,https://ojs.aaai.org/index.php/AAAI/article/view/8120,,
8. Music-Inspired Texture Representation,,,https://ojs.aaai.org/index.php/AAAI/article/view/8115,,
9. ET-LDA- Joint Topic Modeling for Aligning Events and their Twitter Feedback,,,https://ojs.aaai.org/index.php/AAAI/article/view/8106,,
10. Predictive Mining of Comparable Entities from the Web,,,https://ojs.aaai.org/index.php/AAAI/article/view/8112,,
11. A Convex Formulation for Learning from Crowds,,,https://ojs.aaai.org/index.php/AAAI/article/view/8105,,
12. Diagnosing Changes in An Ontology Stream- A DL Reasoning Approach,,,https://ojs.aaai.org/index.php/AAAI/article/view/8113,,
13. Dynamically Switching between Synergistic Workﬂows for Crowdsourcing,,,https://ojs.aaai.org/index.php/AAAI/article/view/8121,,
14. Fine-Grained Entity Recognition,,,https://ojs.aaai.org/index.php/AAAI/article/view/8122,,
15. Social Context-Aware Trust Network Discovery in Complex Contextual Social Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/8114,,
16. BabelRelate! A Joint Multilingual Approach to Computing Semantic Relatedness,,,https://ojs.aaai.org/index.php/AAAI/article/view/8119,,
17. Multinomial Relation Prediction in Social Data- A Dimension Reduction Approach,,,https://ojs.aaai.org/index.php/AAAI/article/view/8110,,
18. Adaptive Polling for Information Aggregation,,,https://ojs.aaai.org/index.php/AAAI/article/view/8099,,
