title,keywords,group,link,pdf,abstract
1. Fraudulent Support Telephone Number Identification Based on Co-Occurrence Information on the Web,,,https://ojs.aaai.org/index.php/AAAI/article/view/8702,,
2. Context-Aware Collaborative Topic Regression with Social Matrix Factorization for Recommender Systems,,,https://ojs.aaai.org/index.php/AAAI/article/view/8703,,
3. A Joint Optimization Model for Image Summarization Based on Image Content and Tags,,,https://ojs.aaai.org/index.php/AAAI/article/view/8704,,
4. Quality-Based Learning for Web Data Classification,,,https://ojs.aaai.org/index.php/AAAI/article/view/8705,,
5. Who Also Likes It- Generating the Most Persuasive Social Explanations in Recommender Systems,,,https://ojs.aaai.org/index.php/AAAI/article/view/8706,,
6. ARIA- Asymmetry Resistant Instance Alignment,,,https://ojs.aaai.org/index.php/AAAI/article/view/8707,,
7. Towards Scalable Exploration of Diagnoses in an Ontology Stream,,,https://ojs.aaai.org/index.php/AAAI/article/view/8708,,
8. Emotion Classification in Microblog Texts Using Class Sequential Rules,,,https://ojs.aaai.org/index.php/AAAI/article/view/8709,,
9. Machine Translation with Real-Time Web Search,,,https://ojs.aaai.org/index.php/AAAI/article/view/8710,,
10. Improving Context and Category Matching for Entity Search,,,https://ojs.aaai.org/index.php/AAAI/article/view/8711,,
11. Cross-Lingual Knowledge Validation Based Taxonomy Derivation from Heterogeneous Online Wikis,,,https://ojs.aaai.org/index.php/AAAI/article/view/8712,,
12. Recommendation by Mining Multiple User Behaviors with Group Sparsity,,,https://ojs.aaai.org/index.php/AAAI/article/view/8713,,
13. Leveraging Decomposed Trust in Probabilistic Matrix Factorization for Effective Recommendation,,,https://ojs.aaai.org/index.php/AAAI/article/view/8714,,
14. TopicMF- Simultaneously Exploiting Ratings and Reviews for Recommendation,,,https://ojs.aaai.org/index.php/AAAI/article/view/8715,,
15. How Long Will It Take- Accurate Prediction of Ontology Reasoning Performance,,,https://ojs.aaai.org/index.php/AAAI/article/view/8716,,
16. Learning Temporal Dynamics of Behavior Propagation in Social Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/8717,,
17. Capturing Difficulty Expressions in Student Online Q&A Discussions,,,https://ojs.aaai.org/index.php/AAAI/article/view/8718,,
18. Compact Aspect Embedding for Diversified Query Expansions,,,https://ojs.aaai.org/index.php/AAAI/article/view/8719,,
19. Mapping Users across Networks by Manifold Alignment on Hypergraph,,,https://ojs.aaai.org/index.php/AAAI/article/view/8720,,
20. Source Free Transfer Learning for Text Classification,,,https://ojs.aaai.org/index.php/AAAI/article/view/8721,,
21. Trust Prediction with Propagation and Similarity Regularization,,,https://ojs.aaai.org/index.php/AAAI/article/view/8722,,
22. User Group Oriented Temporal Dynamics Exploration,,,https://ojs.aaai.org/index.php/AAAI/article/view/8723,,
23. Predicting Emotions in User-Generated Videos,,,https://ojs.aaai.org/index.php/AAAI/article/view/8724,,
24. Combining Heterogenous Social and Geographical Information for Event Recommendation,,,https://ojs.aaai.org/index.php/AAAI/article/view/8725,,
25. Fast and Accurate Influence Maximization on Large Networks with Pruned Monte-Carlo Simulations,,,https://ojs.aaai.org/index.php/AAAI/article/view/8726,,
26. Cross-View Feature Learning for Scalable Social Image Analysis,,,https://ojs.aaai.org/index.php/AAAI/article/view/8727,,
27. Online Social Spammer Detection,,,https://ojs.aaai.org/index.php/AAAI/article/view/8728,,
28. Influence Maximization with Novelty Decay in Social Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/8729,,
"29. Parallel Materialisation of Datalog Programs in Centralised, Main-Memory RDF Systems",,,https://ojs.aaai.org/index.php/AAAI/article/view/8730,,
30. CoreCluster- A Degeneracy Based Graph Clustering Framework,,,https://ojs.aaai.org/index.php/AAAI/article/view/8731,,
31. Experiments on Visual Information Extraction with the Faces of Wikipedia,,,https://ojs.aaai.org/index.php/AAAI/article/view/8732,,
32. Learning Parametric Models for Social Infectivity in Multi-Dimensional Hawkes Processes,,,https://ojs.aaai.org/index.php/AAAI/article/view/8733,,
33. Stochastic Privacy,,,https://ojs.aaai.org/index.php/AAAI/article/view/8734,,
34. Acquiring Comparative Commonsense Knowledge from the Web,,,https://ojs.aaai.org/index.php/AAAI/article/view/8735,,
35. Huffman Coding for Storing Non-Uniformly Distributed Messages in Networks of Neural Cliques,,,https://ojs.aaai.org/index.php/AAAI/article/view/8736,,
36. GenEth- A General Ethical Dilemma Analyzer,,,https://ojs.aaai.org/index.php/AAAI/article/view/8737,,
37. A Machine Learning Approach to Musically Meaningful Homogeneous Style Classification,,,https://ojs.aaai.org/index.php/AAAI/article/view/8738,,
38. Modeling and Predicting Popularity Dynamics via Reinforced Poisson Processes,,,https://ojs.aaai.org/index.php/AAAI/article/view/8739,,
39. How Do Your Friends on Social Media Disclose Your Emotions-,,,https://ojs.aaai.org/index.php/AAAI/article/view/8740,,
40. Forecasting Potential Diabetes Complications,,,https://ojs.aaai.org/index.php/AAAI/article/view/8741,,
41. Joule Counting Correction for Electric Vehicles Using Artificial Neural Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/8742,,
42. k-CoRating- Filling Up Data to Obtain Privacy and Utility,,,https://ojs.aaai.org/index.php/AAAI/article/view/8743,,
43. Programming by Example Using Least General Generalizations,,,https://ojs.aaai.org/index.php/AAAI/article/view/8744,,
44. Synthesis of Geometry Proof Problems,,,https://ojs.aaai.org/index.php/AAAI/article/view/8745,,
45. Where and Why Users Check In,,,https://ojs.aaai.org/index.php/AAAI/article/view/8746,,
46. Efficient Codes for Inverse Dynamics During Walking,,,https://ojs.aaai.org/index.php/AAAI/article/view/8747,,
47. The Importance of Cognition and Affect for Artificially Intelligent Decision Makers,,,https://ojs.aaai.org/index.php/AAAI/article/view/8748,,
48. An Agent-Based Model Studying the Acquisition of a Language System of Logical Constructions,,,https://ojs.aaai.org/index.php/AAAI/article/view/8749,,
49. Modeling Subjective Experience-Based Learning under Uncertainty and Frames,,,https://ojs.aaai.org/index.php/AAAI/article/view/8750,,
50. Learning Unknown Event Models,,,https://ojs.aaai.org/index.php/AAAI/article/view/8751,,
51. Large-Scale Analogical Reasoning,,,https://ojs.aaai.org/index.php/AAAI/article/view/8752,,
52. Learning Compositional Sparse Models of Bimodal Percepts,,,https://ojs.aaai.org/index.php/AAAI/article/view/8753,,
53. Using Narrative Function to Extract Qualitative Information from Natural Language Texts,,,https://ojs.aaai.org/index.php/AAAI/article/view/8754,,
54. Confident Reasoning on Ravens Progressive Matrices Tests,,,https://ojs.aaai.org/index.php/AAAI/article/view/8755,,
55. Learning Goal-Oriented Hierarchical Tasks from Situated Interactive Instruction,,,https://ojs.aaai.org/index.php/AAAI/article/view/8756,,
56. Social Planning- Achieving Goals by Altering Others Mental States,,,https://ojs.aaai.org/index.php/AAAI/article/view/8757,,
57. Automatic Game Design via Mechanic Generation,,,https://ojs.aaai.org/index.php/AAAI/article/view/8788,,
58. Approximate Equilibrium and Incentivizing Social Coordination,,,https://ojs.aaai.org/index.php/AAAI/article/view/8789,,
59. Generating Content for Scenario-Based Serious-Games Using CrowdSourcing,,,https://ojs.aaai.org/index.php/AAAI/article/view/8790,,
60. Solving the Inferential Frame Problem in the General Game Description Language,,,https://ojs.aaai.org/index.php/AAAI/article/view/8791,,
61. Extending Tournament Solutions,,,https://ojs.aaai.org/index.php/AAAI/article/view/8792,,
62. Mechanism Design for Scheduling with Uncertain Execution Time,,,https://ojs.aaai.org/index.php/AAAI/article/view/8793,,
63. Game-Theoretic Resource Allocation for Protecting Large Public Events,,,https://ojs.aaai.org/index.php/AAAI/article/view/8794,,
64. Increasing VCG Revenue by Decreasing the Quality of Items,,,https://ojs.aaai.org/index.php/AAAI/article/view/8795,,
65. A Generalization of Probabilistic Serial to Randomized Social Choice,,,https://ojs.aaai.org/index.php/AAAI/article/view/8796,,
66. Incentives for Truthful Information Elicitation of Continuous Signals,,,https://ojs.aaai.org/index.php/AAAI/article/view/8797,,
67. Binary Aggregation by Selection of the Most Representative Voters,,,https://ojs.aaai.org/index.php/AAAI/article/view/8798,,
68. Lazy Defenders Are Almost Optimal against Diligent Attackers,,,https://ojs.aaai.org/index.php/AAAI/article/view/8799,,
69. A Control Dichotomy for Pure Scoring Rules,,,https://ojs.aaai.org/index.php/AAAI/article/view/8800,,
70. A Strategy-Proof Online Auction with Time Discounting Values,,,https://ojs.aaai.org/index.php/AAAI/article/view/8801,,
71. Simultaneous Cake Cutting,,,https://ojs.aaai.org/index.php/AAAI/article/view/8802,,
72. Item Bidding for Combinatorial Public Projects,,,https://ojs.aaai.org/index.php/AAAI/article/view/8803,,
73. Regret-Based Optimization and Preference Elicitation for Stackelberg Security Games with Uncertainty,,,https://ojs.aaai.org/index.php/AAAI/article/view/8804,,
74. Fixing a Balanced Knockout Tournament,,,https://ojs.aaai.org/index.php/AAAI/article/view/8805,,
75. A Multiarmed Bandit Incentive Mechanism for Crowdsourcing Demand Response in Smart Grids,,,https://ojs.aaai.org/index.php/AAAI/article/view/8806,,
76. The Fisher Market Game- Equilibrium and Welfare,,,https://ojs.aaai.org/index.php/AAAI/article/view/8807,,
"77. Betting Strategies, Market Selection, and the Wisdom of Crowds",,,https://ojs.aaai.org/index.php/AAAI/article/view/8808,,
78. New Models for Competitive Contagion,,,https://ojs.aaai.org/index.php/AAAI/article/view/8809,,
79. Solving Imperfect Information Games Using Decomposition,,,https://ojs.aaai.org/index.php/AAAI/article/view/8810,,
80. Modal Ranking- A Uniquely Robust Voting Rule,,,https://ojs.aaai.org/index.php/AAAI/article/view/8811,,
81. On the Structure of Synergies in Cooperative Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/8812,,
82. Bounding the Support Size in Extensive Form Games with Imperfect Information,,,https://ojs.aaai.org/index.php/AAAI/article/view/8813,,
83. Mechanism Design for Mobile Geo-Location Advertising,,,https://ojs.aaai.org/index.php/AAAI/article/view/8814,,
84. Envy-Free Division of Sellable Goods,,,https://ojs.aaai.org/index.php/AAAI/article/view/8815,,
85. Potential-Aware Imperfect-Recall Abstraction with Earth Movers Distance in Imperfect-Information Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/8816,,
86. Strategyproof Exchange with Multiple Private Endowments,,,https://ojs.aaai.org/index.php/AAAI/article/view/8817,,
87. Two Case Studies for Trading Multiple Indivisible Goods with Indifferences,,,https://ojs.aaai.org/index.php/AAAI/article/view/8818,,
88. Equilibria in Epidemic Containment Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/8819,,
89. Beat the Cheater- Computing Game-Theoretic Strategies for When to Kick a Gambler out of a Casino,,,https://ojs.aaai.org/index.php/AAAI/article/view/8820,,
90. A Characterization of the Single-Peaked Single-Crossing Domain,,,https://ojs.aaai.org/index.php/AAAI/article/view/8821,,
91. Incomplete Preferences in Single-Peaked Electorates,,,https://ojs.aaai.org/index.php/AAAI/article/view/8822,,
92. On Detecting Nearly Structured Preference Profiles,,,https://ojs.aaai.org/index.php/AAAI/article/view/8823,,
93. Incentivizing High-Quality Content from Heterogeneous Users- On the Existence of Nash Equilibrium,,,https://ojs.aaai.org/index.php/AAAI/article/view/8824,,
94. On the Incompatibility of Efficiency and Strategyproofness in Randomized Social Choice,,,https://ojs.aaai.org/index.php/AAAI/article/view/8825,,
95. Voting with Rank Dependent Scoring Rules,,,https://ojs.aaai.org/index.php/AAAI/article/view/8826,,
96. On the Axiomatic Characterization of Runoff Voting Rules,,,https://ojs.aaai.org/index.php/AAAI/article/view/8827,,
97. False-Name Bidding and Economic Efficiency in Combinatorial Auctions,,,https://ojs.aaai.org/index.php/AAAI/article/view/8828,,
98. Preference Elicitation and Interview Minimization in Stable Matchings,,,https://ojs.aaai.org/index.php/AAAI/article/view/8829,,
99. Using Response Functions to Measure Strategy Strength,,,https://ojs.aaai.org/index.php/AAAI/article/view/8830,,
100. Biased Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/8831,,
101. Regret Transfer and Parameter Optimization,,,https://ojs.aaai.org/index.php/AAAI/article/view/8832,,
102. Exponential Deepening A- for Real-Time Agent-Centered Search,,,https://ojs.aaai.org/index.php/AAAI/article/view/8842,,
103. Designing Fast Absorbing Markov Chains,,,https://ojs.aaai.org/index.php/AAAI/article/view/8843,,
104. Sparse Learning for Stochastic Composite Optimization,,,https://ojs.aaai.org/index.php/AAAI/article/view/8844,,
