title,keywords,group,link,pdf
1. PAC-Bayesian Bounds on Rate-Efficient Classifiers,,,https://proceedings.mlr.press/v162/abbas22a.html,
2. Sharp-MAML- Sharpness-Aware Model-Agnostic Meta Learning,,,https://proceedings.mlr.press/v162/abbas22b.html,
3. An Initial Alignment between Neural Network and Target is Needed for Gradient Descent to Learn,,,https://proceedings.mlr.press/v162/abbe22a.html,
4. Active Sampling for Min-Max Fairness,,,https://proceedings.mlr.press/v162/abernethy22a.html,
5. Meaningfully debugging model mistakes using conceptual counterfactual explanations,,,https://proceedings.mlr.press/v162/abid22a.html,
6. Batched Dueling Bandits,,,https://proceedings.mlr.press/v162/agarwal22a.html,
7. Hierarchical Shrinkage- Improving the accuracy and interpretability of tree-based models.,,,https://proceedings.mlr.press/v162/agarwal22b.html,
8. Deep equilibrium networks are sensitive to initialization statistics,,,https://proceedings.mlr.press/v162/agarwala22a.html,
9. Learning of Cluster-based Feature Importance for Electronic Health Record Time-series,,,https://proceedings.mlr.press/v162/aguiar22a.html,
10. On the Convergence of the Shapley Value in Parametric Bayesian Learning Games,,,https://proceedings.mlr.press/v162/agussurja22a.html,
11. Individual Preference Stability for Clustering,,,https://proceedings.mlr.press/v162/ahmadi22a.html,
12. Understanding the unstable convergence of gradient descent,,,https://proceedings.mlr.press/v162/ahn22a.html,
13. Minimum Cost Intervention Design for Causal Effect Identification,,,https://proceedings.mlr.press/v162/akbari22a.html,https://proceedings.mlr.press/v162/akbari22a/akbari22a.pdf
14. How Faithful is your Synthetic Data- Sample-level Metrics for Evaluating and Auditing Generative Models,,,https://proceedings.mlr.press/v162/alaa22a.html,
15. A Natural Actor-Critic Framework for Zero-Sum Markov Games,,,https://proceedings.mlr.press/v162/alacaoglu22a.html,
16. Deploying Convolutional Networks on Untrusted Platforms Using 2D Holographic Reduced Representations,,,https://proceedings.mlr.press/v162/alam22a.html,
17. Optimistic Linear Support and Successor Features as a Basis for Optimal Policy Transfer,,,https://proceedings.mlr.press/v162/alegre22a.html,
18. Structured Stochastic Gradient MCMC,,,https://proceedings.mlr.press/v162/alexos22a.html,
19. XAI for Transformers- Better Explanations through Conservative Propagation,,,https://proceedings.mlr.press/v162/ali22a.html,https://proceedings.mlr.press/v162/ali22a/ali22a.pdf
20. RUMs from Head-to-Head Contests,,,https://proceedings.mlr.press/v162/almanza22a.html,https://proceedings.mlr.press/v162/almanza22a/almanza22a.pdf
21. Neuro-Symbolic Language Modeling with Automaton-augmented Retrieval,,,https://proceedings.mlr.press/v162/alon22a.html,
22. Minimax Classification under Concept Drift with Multidimensional Adaptation and Performance Guarantees,,,https://proceedings.mlr.press/v162/alvarez22a.html,https://proceedings.mlr.press/v162/alvarez22a/alvarez22a.pdf
23. Scalable First-Order Bayesian Optimization via Structured Automatic Differentiation,,,https://proceedings.mlr.press/v162/ament22a.html,
24. Public Data-Assisted Mirror Descent for Private Model Training,,,https://proceedings.mlr.press/v162/amid22a.html,
25. On Last-Iterate Convergence Beyond Zero-Sum Games,,,https://proceedings.mlr.press/v162/anagnostides22a.html,
26. Online Algorithms with Multiple Predictions,,,https://proceedings.mlr.press/v162/anand22a.html,
"27. Learning to Hash Robustly, Guaranteed",,,https://proceedings.mlr.press/v162/andoni22a.html,
