title,keywords,group,link,pdf
1. Improved Regret Bounds for Thompson Sampling in Linear Quadratic Control Problems,,,https://proceedings.mlr.press/v80/abeille18a.html,http://proceedings.mlr.press/v80/abeille18a/abeille18a.pdf
2. State Abstractions for Lifelong Reinforcement Learning,,,https://proceedings.mlr.press/v80/abel18a.html,http://proceedings.mlr.press/v80/abel18a/abel18a.pdf
3. Policy and Value Transfer in Lifelong Reinforcement Learning,,,https://proceedings.mlr.press/v80/abel18b.html,http://proceedings.mlr.press/v80/abel18b/abel18b.pdf
4. INSPECTRE- Privately Estimating the Unseen,,,https://proceedings.mlr.press/v80/acharya18a.html,http://proceedings.mlr.press/v80/acharya18a/acharya18a.pdf
5. Learning Representations and Generative Models for 3D Point Clouds,,,https://proceedings.mlr.press/v80/achlioptas18a.html,http://proceedings.mlr.press/v80/achlioptas18a/achlioptas18a.pdf
6. Discovering Interpretable Representations for Both Deep Generative and Discriminative Models,,,https://proceedings.mlr.press/v80/adel18a.html,http://proceedings.mlr.press/v80/adel18a/adel18a.pdf
7. A Reductions Approach to Fair Classification,,,https://proceedings.mlr.press/v80/agarwal18a.html,http://proceedings.mlr.press/v80/agarwal18a/agarwal18a.pdf
8. Accelerated Spectral Ranking,,,https://proceedings.mlr.press/v80/agarwal18b.html,http://proceedings.mlr.press/v80/agarwal18b/agarwal18b.pdf
9. MISSION- Ultra Large-Scale Feature Selection using Count-Sketches,,,https://proceedings.mlr.press/v80/aghazadeh18a.html,http://proceedings.mlr.press/v80/aghazadeh18a/aghazadeh18a.pdf
10. Minimal I-MAP MCMC for Scalable Structure Discovery in Causal DAG Models,,,https://proceedings.mlr.press/v80/agrawal18a.html,http://proceedings.mlr.press/v80/agrawal18a/agrawal18a.pdf
"11. Proportional Allocation- Simple, Distributed, and Diverse Matching with High Entropy",,,https://proceedings.mlr.press/v80/agrawal18b.html,http://proceedings.mlr.press/v80/agrawal18b/agrawal18b.pdf
12. Bucket Renormalization for Approximate Inference,,,https://proceedings.mlr.press/v80/ahn18a.html,http://proceedings.mlr.press/v80/ahn18a/ahn18a.pdf
13. oi-VAE- Output Interpretable VAEs for Nonlinear Group Factor Analysis,,,https://proceedings.mlr.press/v80/ainsworth18a.html,http://proceedings.mlr.press/v80/ainsworth18a/ainsworth18a.pdf
14. Limits of Estimating Heterogeneous Treatment Effects- Guidelines for Practical Algorithm Design,,,https://proceedings.mlr.press/v80/alaa18a.html,http://proceedings.mlr.press/v80/alaa18a/alaa18a.pdf
15. AutoPrognosis- Automated Clinical Prognostic Modeling via Bayesian Optimization with Structured Kernel Learning,,,https://proceedings.mlr.press/v80/alaa18b.html,http://proceedings.mlr.press/v80/alaa18b/alaa18b.pdf
16. Information Theoretic Guarantees for Empirical Risk Minimization with Applications to Model Selection and Large-Scale Optimization,,,https://proceedings.mlr.press/v80/alabdulmohsin18a.html,http://proceedings.mlr.press/v80/alabdulmohsin18a/alabdulmohsin18a.pdf
17. Fixing a Broken ELBO,,,https://proceedings.mlr.press/v80/alemi18a.html,http://proceedings.mlr.press/v80/alemi18a/alemi18a.pdf
18. Differentially Private Identity and Equivalence Testing of Discrete Distributions,,,https://proceedings.mlr.press/v80/aliakbarpour18a.html,http://proceedings.mlr.press/v80/aliakbarpour18a/aliakbarpour18a.pdf
19. Katyusha X- Simple Momentum Method for Stochastic Sum-of-Nonconvex Optimization,,,https://proceedings.mlr.press/v80/allen-zhu18a.html,
20. Make the Minority Great Again- First-Order Regret Bound for Contextual Bandits,,,https://proceedings.mlr.press/v80/allen-zhu18b.html,
21. Augmented CycleGAN- Learning Many-to-Many Mappings from Unpaired Data,,,https://proceedings.mlr.press/v80/almahairi18a.html,
22. Meta-Learning by Adjusting Priors Based on Extended PAC-Bayes Theory,,,https://proceedings.mlr.press/v80/amit18a.html,http://proceedings.mlr.press/v80/amit18a/amit18a.pdf
23. MAGAN- Aligning Biological Manifolds,,,https://proceedings.mlr.press/v80/amodio18a.html,
24. Subspace Embedding and Linear Regression with Orlicz Norm,,,https://proceedings.mlr.press/v80/andoni18a.html,http://proceedings.mlr.press/v80/andoni18a/andoni18a.pdf
25. Efficient Gradient-Free Variational Inference using Policy Search,,,https://proceedings.mlr.press/v80/arenz18a.html,http://proceedings.mlr.press/v80/arenz18a/arenz18a.pdf
26. On the Optimization of Deep Networks- Implicit Acceleration by Overparameterization,,,https://proceedings.mlr.press/v80/arora18a.html,http://proceedings.mlr.press/v80/arora18a/arora18a.pdf
27. Stronger Generalization Bounds for Deep Nets via a Compression Approach,,,https://proceedings.mlr.press/v80/arora18b.html,http://proceedings.mlr.press/v80/arora18b/arora18b.pdf
28. Lipschitz Continuity in Model-based Reinforcement Learning,,,https://proceedings.mlr.press/v80/asadi18a.html,http://proceedings.mlr.press/v80/asadi18a/asadi18a.pdf
29. Obfuscated Gradients Give a False Sense of Security- Circumventing Defenses to Adversarial Examples,,,https://proceedings.mlr.press/v80/athalye18a.html,http://proceedings.mlr.press/v80/athalye18a/athalye18a.pdf
30. Synthesizing Robust Adversarial Examples,,,https://proceedings.mlr.press/v80/athalye18b.html,http://proceedings.mlr.press/v80/athalye18b/athalye18b.pdf
31. Contextual Graph Markov Model- A Deep and Generative Approach to Graph Processing,,,https://proceedings.mlr.press/v80/bacciu18a.html,
32. Greed is Still Good- Maximizing Monotone Submodular+Supermodular (BP) Functions,,,https://proceedings.mlr.press/v80/bai18a.html,http://proceedings.mlr.press/v80/bai18a/bai18a.pdf
33. Comparing Dynamics- Deep Neural Networks versus Glassy Systems,,,https://proceedings.mlr.press/v80/baity-jesi18a.html,
